round,arena,pirate1,pirate2,pirate3,pirate4,fa1,fa2,fa3,fa4,pfa1,pfa2,pfa3,pfa4,nfa1,nfa2,nfa3,nfa4,opening_odds1,opening_odds2,opening_odds3,opening_odds4,closing_odds1,closing_odds2,closing_odds3,closing_odds4,winner
4714,1,8,17,11,6,0,0,0,0,0,0,0,0,0,0,0,0,12,2,13,2,13,2,13,2,2
4714,2,18,13,7,9,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,11,2,2,12,13,1
4714,3,12,2,15,16,0,0,0,0,0,0,0,0,0,0,0,0,6,13,2,2,6,13,2,2,3
4714,4,5,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,2,3,4,10,2,4
4721,0,5,8,12,6,0,0,2,2,2,2,4,2,-2,-2,-2,0,6,13,4,2,6,13,4,2,2
4721,1,14,19,15,18,1,1,2,0,2,2,3,2,-1,-1,-1,-2,13,3,2,13,13,2,2,13,3
4721,2,7,16,11,20,0,2,3,1,2,3,4,2,-2,-1,-1,-1,9,3,12,2,9,3,12,2,2
4721,3,4,1,17,13,2,0,3,0,3,2,4,1,-1,-2,-1,-1,5,4,2,5,5,4,2,5,2
4721,4,2,3,9,10,0,4,1,2,4,4,3,2,-4,0,-2,0,5,3,7,2,5,3,7,2,2
4724,0,16,17,14,10,-2,3,2,0,1,4,3,2,-3,-1,-1,-2,9,2,3,11,9,2,3,11,3
4724,1,6,2,13,4,0,1,1,1,1,4,2,3,-1,-3,-1,-2,12,7,2,2,12,7,2,2,3
4724,2,15,1,3,19,0,3,0,-1,2,3,2,0,-2,0,-2,-1,3,2,13,3,3,2,13,3,2
4724,3,5,8,20,18,0,1,2,1,1,4,2,2,-1,-3,0,-1,5,13,2,3,5,13,2,3,4
4724,4,12,9,7,11,3,-1,0,4,5,0,0,4,-2,-1,0,0,3,13,3,2,3,13,3,2,4
4726,0,14,12,2,8,0,0,0,0,0,0,0,0,0,0,0,0,11,2,4,3,11,2,4,3,2
4726,1,10,11,9,16,0,0,0,0,0,0,0,0,0,0,0,0,13,10,13,2,13,13,13,2,4
4726,2,7,19,5,13,0,0,0,0,0,0,0,0,0,0,0,0,6,2,7,10,7,2,9,13,3
4726,3,15,4,6,18,0,0,0,0,0,0,0,0,0,0,0,0,2,11,5,6,2,13,7,9,1
4726,4,1,3,17,20,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,2,3,13,4,2,2
4727,0,18,4,15,3,0,0,0,0,0,0,0,0,0,0,0,0,13,13,2,13,13,13,2,13,3
4727,1,6,5,16,13,0,0,0,0,0,0,0,0,0,0,0,0,11,7,2,2,11,7,2,2,3
4727,2,10,2,12,9,0,0,0,0,0,0,0,0,0,0,0,0,13,2,2,7,13,2,2,8,2
4727,3,8,7,20,11,0,0,0,0,0,0,0,0,0,0,0,0,13,2,2,9,13,2,2,10,2
4727,4,17,1,14,19,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,3,2,5,8,3,3
4728,0,12,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,2,7,8,3,2,1
4728,1,16,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,13,8,2,7,13,10,2,4
4728,2,20,18,15,2,0,0,0,0,0,0,0,0,0,0,0,0,12,13,2,3,13,13,2,3,3
4728,3,13,3,19,6,0,0,0,0,0,0,0,0,0,0,0,0,7,13,2,4,9,13,2,5,4
4728,4,17,10,8,14,0,0,0,0,0,0,0,0,0,0,0,0,2,13,4,2,2,13,4,2,3
4734,0,4,10,5,6,-1,0,0,-1,1,2,2,0,-2,-2,-2,-1,4,13,2,2,4,13,2,2,3
4734,1,17,14,2,19,3,1,-1,0,4,2,2,1,-1,-1,-3,-1,4,12,13,2,4,13,13,2,4
4734,2,16,1,18,15,1,3,1,0,2,4,3,2,-1,-1,-2,-2,11,3,13,2,11,2,13,2,4
4734,3,12,20,8,7,0,-1,1,4,3,0,4,4,-3,-1,-3,0,13,4,13,2,13,4,13,2,4
4734,4,3,13,9,11,3,1,0,0,4,3,1,2,-1,-2,-1,-2,7,2,7,3,7,2,7,3,4
4735,0,10,6,1,4,-1,0,3,0,0,1,3,0,-1,-1,0,0,13,13,2,2,13,13,2,2,3
4735,1,17,19,18,15,0,2,0,2,1,3,1,2,-1,-1,-1,0,13,3,13,2,13,3,13,2,4
4735,2,7,13,16,8,1,-1,1,3,2,1,2,4,-1,-2,-1,-1,6,6,2,4,7,7,2,6,2
4735,3,5,14,9,11,-2,0,1,3,0,0,1,3,-2,0,0,0,5,4,7,2,7,5,9,2,2
4735,4,12,3,20,2,2,2,3,0,3,2,3,2,-1,0,0,-2,11,13,2,5,13,13,2,6,3
4736,0,17,6,1,7,2,3,5,-2,2,3,6,1,0,0,-1,-3,5,10,2,13,7,13,2,13,4
4736,1,14,3,5,8,0,4,2,5,2,5,2,6,-2,-1,0,-1,13,11,2,2,13,13,2,2,3
4736,2,15,20,2,19,5,1,3,1,5,1,5,2,0,0,-2,-1,2,13,13,5,2,13,13,7,1
4736,3,18,11,12,13,1,3,3,2,1,4,4,2,0,-1,-1,0,5,10,4,2,6,12,4,2,4
4736,4,16,4,9,10,1,0,3,0,3,3,3,2,-2,-3,0,-2,2,2,4,10,2,2,4,10,3
4737,0,10,14,20,12,0,0,0,0,0,0,0,0,0,0,0,0,13,5,2,2,13,5,2,2,3
4737,1,13,11,16,19,0,0,0,0,0,0,0,0,0,0,0,0,9,13,2,2,10,13,2,2,4
4737,2,8,2,17,15,0,0,0,0,0,0,0,0,0,0,0,0,8,13,5,2,10,13,6,2,4
4737,3,18,7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,2,6,5,6,2,3
4737,4,4,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,6,13,2,13,7,13,2,13,3
4744,0,12,8,20,17,3,1,-1,1,4,4,0,2,-1,-3,-1,-1,5,13,5,2,7,13,7,2,3
4744,1,11,15,6,18,1,3,0,0,3,4,1,1,-2,-1,-1,-1,13,2,13,10,13,2,13,13,2
4744,2,3,14,5,4,3,2,0,0,4,2,2,1,-1,0,-2,-1,11,5,3,2,11,5,3,2,3
4744,3,2,13,9,10,-2,-1,2,0,1,1,2,1,-3,-2,0,-1,10,2,3,3,10,2,3,3,2
4744,4,1,7,19,16,1,4,2,0,3,4,2,2,-2,0,0,-2,6,8,2,10,7,10,2,13,3
4745,0,6,5,3,9,2,1,4,2,3,1,4,2,-1,0,0,0,5,2,4,5,5,2,4,5,4
4745,1,13,1,4,7,0,4,1,0,2,4,3,1,-2,0,-2,-1,13,2,5,10,13,2,7,13,4
4745,2,10,2,14,15,0,2,1,-1,1,3,2,1,-1,-1,-1,-2,13,8,6,2,13,12,7,2,4
4745,3,20,18,17,19,-1,0,1,1,1,2,2,2,-2,-2,-1,-1,10,13,5,2,13,13,7,2,4
4745,4,12,8,11,16,3,1,0,1,3,3,1,3,0,-2,-1,-2,4,8,13,2,4,8,13,2,4
4746,0,10,16,7,9,-1,0,4,-2,2,2,4,0,-3,-2,0,-2,13,4,2,13,13,2,2,13,3
4746,1,15,11,1,18,2,3,3,3,3,3,3,3,-1,0,0,0,2,13,2,6,2,13,2,6,3
4746,2,12,8,17,5,1,1,3,1,2,3,4,2,-1,-2,-1,-1,11,13,2,3,11,13,2,3,4
4746,3,6,20,14,19,0,0,1,1,1,1,3,2,-1,-1,-2,-1,13,5,11,2,13,5,13,2,4
4746,4,2,13,3,4,1,-4,-1,1,2,1,2,1,-1,-5,-3,0,5,13,13,2,5,13,13,2,4
4747,0,10,6,5,17,0,0,0,0,0,0,0,0,0,0,0,0,13,8,3,2,13,8,2,2,4
4747,1,9,14,11,1,0,0,0,0,0,0,0,0,0,0,0,0,13,3,6,2,13,3,6,2,2
4747,2,7,18,20,15,0,0,0,0,0,0,0,0,0,0,0,0,13,13,11,2,13,13,13,2,4
4747,3,4,12,19,16,0,0,0,0,0,0,0,0,0,0,0,0,13,10,3,2,13,13,2,2,4
4747,4,2,8,3,13,0,0,0,0,0,0,0,0,0,0,0,0,5,13,7,2,6,13,8,2,4
4750,0,5,11,10,19,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,2,13,13,13,2,4
4750,1,17,8,12,16,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,5,4,3,3,3
4750,2,15,6,14,3,0,0,0,0,0,0,0,0,0,0,0,0,2,13,3,10,2,13,2,13,1
4750,3,4,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,2,13,3,3,2,13,3,3,1
4750,4,13,1,20,18,0,0,0,0,0,0,0,0,0,0,0,0,13,2,5,7,13,2,7,8,3
4754,0,18,2,17,20,0,0,0,0,0,0,0,0,0,0,0,0,7,13,2,2,8,13,2,2,3
4754,1,11,15,19,7,0,0,0,0,0,0,0,0,0,0,0,0,13,2,3,9,13,2,2,12,2
4754,2,13,4,3,16,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,2,7,12,13,2,4
4754,3,12,6,1,14,0,0,0,0,0,0,0,0,0,0,0,0,12,7,2,2,12,7,2,2,1
4754,4,8,10,9,5,0,0,0,0,0,0,0,0,0,0,0,0,10,4,5,2,13,5,6,2,1
4755,0,14,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,11,5,11,2,13,7,13,2,4
4755,1,10,16,15,18,0,0,0,0,0,0,0,0,0,0,0,0,13,7,2,13,13,9,2,13,3
4755,2,9,13,17,19,0,0,0,0,0,0,0,0,0,0,0,0,13,6,5,2,13,9,7,2,4
4755,3,20,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,2,6,5,4,2,1
4755,4,12,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,9,5,2,4,9,4
4756,0,7,17,16,12,0,0,0,0,0,0,0,0,0,0,0,0,11,2,3,4,11,2,3,4,1
4756,1,18,13,8,11,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,2,8,9,3,2,2
4756,2,14,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,2,6,4,13,2,4
4756,3,10,3,20,5,0,0,0,0,0,0,0,0,0,0,0,0,13,13,2,2,13,13,2,2,4
4756,4,19,9,1,15,0,0,0,0,0,0,0,0,0,0,0,0,4,13,13,2,6,13,13,2,4
4757,0,1,2,7,17,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,3,8,3,3,2
4757,1,20,15,10,14,0,0,0,0,0,0,0,0,0,0,0,0,13,2,13,10,13,2,13,13,2
4757,2,8,3,13,5,0,0,0,0,0,0,0,0,0,0,0,0,13,6,2,2,13,6,2,2,3
4757,3,18,9,6,11,0,0,0,0,0,0,0,0,0,0,0,0,2,13,2,3,2,13,2,3,1
4757,4,19,4,16,12,0,0,0,0,0,0,0,0,0,0,0,0,2,10,3,4,2,10,3,4,1
4758,0,15,2,11,7,0,0,0,0,0,0,0,0,0,0,0,0,2,13,13,12,2,13,13,13,1
4758,1,20,14,6,10,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,2,4,8,3,2,1
4758,2,12,4,13,9,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,7,4,4,2,9,3
4758,3,18,5,8,19,0,0,0,0,0,0,0,0,0,0,0,0,12,5,8,2,13,6,10,2,1
4758,4,17,16,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,5,3,6,3,5,3
4759,0,20,3,1,2,0,4,1,3,1,5,3,3,-1,-1,-2,0,5,11,2,2,5,11,2,2,4
4759,1,4,6,8,16,1,1,-3,4,3,1,1,5,-2,0,-4,-1,3,9,13,2,3,9,13,2,4
4759,2,7,5,17,13,3,1,1,-1,3,2,2,1,0,-1,-1,-2,4,5,2,4,4,5,2,5,3
4759,3,14,15,18,11,2,2,0,0,3,2,3,1,-1,0,-3,-1,13,2,13,13,13,2,13,13,2
4759,4,10,9,12,19,0,-1,3,0,0,1,3,2,0,-2,0,-2,13,13,4,2,13,13,4,2,4
4760,0,3,6,13,20,3,-1,-2,-1,3,1,1,1,0,-2,-3,-2,6,10,4,2,6,10,4,2,4
4760,1,19,16,7,2,-1,1,3,-1,0,1,3,2,-1,0,0,-3,3,3,3,9,3,3,3,9,3
4760,2,11,15,14,17,3,-1,1,2,3,1,1,3,0,-2,0,-1,13,2,11,2,13,2,11,2,3
4760,3,8,9,18,1,5,2,2,-1,5,2,5,0,0,0,-3,-1,5,13,6,2,5,13,6,2,4
4760,4,4,12,10,5,0,1,0,0,3,2,1,1,-3,-1,-1,-1,7,6,9,2,7,6,9,2,4
4761,0,4,15,13,20,3,-1,-1,1,3,1,1,1,0,-2,-2,0,4,2,12,2,4,2,12,2,2
4761,1,12,17,19,11,1,3,3,0,2,4,3,1,-1,-1,0,-1,13,7,2,13,13,7,2,13,3
4761,2,16,5,9,3,0,2,-1,1,2,3,1,3,-2,-1,-2,-2,4,2,13,5,4,2,13,5,2
4761,3,10,18,7,1,0,2,1,3,1,3,2,4,-1,-1,-1,-1,13,11,8,2,13,11,8,2,4
4761,4,2,14,6,8,1,5,0,0,3,5,1,2,-2,0,-1,-2,7,2,4,6,7,2,4,6,1
4764,0,14,18,9,4,0,0,0,0,0,0,0,0,0,0,0,0,13,4,13,2,13,5,13,2,2
4764,1,16,13,7,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,4,3,3,6,3
4764,2,3,20,5,8,0,0,0,0,0,0,0,0,0,0,0,0,13,2,5,5,13,2,7,7,3
4764,3,11,2,19,1,0,0,0,0,0,0,0,0,0,0,0,0,12,13,9,2,13,13,11,2,3
4764,4,12,10,17,15,0,0,0,0,0,0,0,0,0,0,0,0,6,13,2,3,6,13,2,2,3
4765,0,19,6,7,13,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,4,2,7,4,4,1
4765,1,15,16,18,5,0,0,0,0,0,0,0,0,0,0,0,0,2,6,13,7,2,6,13,7,1
4765,2,20,12,14,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,3,3,3,10,1
4765,3,9,10,17,3,0,0,0,0,0,0,0,0,0,0,0,0,13,13,2,4,13,13,2,4,3
4765,4,1,8,11,4,0,0,0,0,0,0,0,0,0,0,0,0,2,13,13,2,2,13,13,2,4
4766,0,4,7,11,12,1,2,2,3,2,2,3,3,-1,0,-1,0,3,4,12,2,3,4,12,2,4
4766,1,10,8,13,2,-1,2,0,0,1,4,2,2,-2,-2,-2,-2,13,4,2,2,13,4,2,2,2
4766,2,20,5,9,18,-1,-1,-2,1,1,0,0,1,-2,-1,-2,0,4,3,13,2,4,3,13,2,4
4766,3,14,17,15,6,2,-1,-1,-1,3,1,2,1,-1,-2,-3,-2,9,6,2,7,12,9,2,10,3
4766,4,16,1,3,19,1,1,3,0,3,3,3,2,-2,-2,0,-2,7,3,13,2,8,2,13,2,4
4768,0,7,2,11,8,0,1,2,1,1,3,3,2,-1,-2,-1,-1,5,3,5,3,5,3,5,3,2
4768,1,16,17,3,18,2,0,2,0,4,2,3,3,-2,-2,-1,-3,2,3,7,5,2,3,7,5,2
4768,2,1,14,5,19,5,3,1,-5,5,5,1,0,0,-2,0,-5,2,8,4,13,2,12,5,13,1
4768,3,9,6,13,20,3,1,1,1,3,1,3,1,0,0,-2,0,13,10,4,2,13,13,5,2,4
4768,4,4,10,15,12,0,-3,0,2,2,0,1,2,-2,-3,-1,0,13,13,2,4,13,13,2,5,3
4771,0,3,19,12,6,4,2,-1,-1,6,3,1,0,-2,-1,-2,-1,13,2,9,8,13,2,12,12,2
4771,1,18,16,8,4,1,1,2,0,2,4,4,2,-1,-3,-2,-2,5,3,5,2,5,3,5,2,1
4771,2,14,13,11,5,2,0,3,2,3,2,4,2,-1,-2,-1,0,13,4,8,2,13,5,10,2,4
4771,3,1,17,15,9,-3,0,-2,-1,0,1,0,0,-3,-1,-2,-1,8,4,2,13,10,6,2,13,1
4771,4,7,2,10,20,3,1,-2,1,4,2,0,2,-1,-1,-2,-1,3,5,13,2,3,5,13,2,4
4772,0,7,15,1,9,4,-2,-2,0,4,0,0,1,0,-2,-2,-1,4,2,2,13,4,2,2,13,3
4772,1,8,16,13,19,-1,3,3,1,3,5,4,2,-4,-2,-1,-1,13,4,4,2,13,5,6,2,3
4772,2,3,20,11,5,0,0,0,2,2,1,1,2,-2,-1,-1,0,13,4,13,2,13,5,13,2,3
4772,3,2,14,18,17,2,1,1,0,2,2,2,1,0,-1,-1,-1,5,7,5,2,7,9,7,2,3
4772,4,6,10,12,4,-3,-1,3,0,0,0,3,1,-3,-1,0,-1,13,13,2,2,13,13,2,2,4
4776,0,17,5,7,18,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,4,3,2,6,4,1
4776,1,9,13,16,3,0,0,0,0,0,0,0,0,0,0,0,0,13,11,2,7,13,13,2,9,3
4776,2,10,6,4,19,0,0,0,0,0,0,0,0,0,0,0,0,13,13,2,2,13,13,2,2,3
4776,3,14,11,15,2,0,0,0,0,0,0,0,0,0,0,0,0,7,13,2,4,7,13,2,4,3
4776,4,20,12,1,8,0,0,0,0,0,0,0,0,0,0,0,0,3,8,2,11,3,8,2,11,2
4779,0,3,18,14,10,3,0,3,-1,5,3,3,1,-2,-3,0,-2,8,10,2,6,12,13,2,9,3
4779,1,16,17,19,13,0,3,1,-1,2,4,2,1,-2,-1,-1,-2,8,5,2,7,12,7,2,9,3
4779,2,8,6,12,7,-2,2,2,-2,0,2,2,0,-2,0,0,-2,13,3,2,4,13,3,2,4,3
4779,3,5,4,2,20,0,0,0,2,3,1,1,2,-3,-1,-1,0,13,4,12,2,13,5,13,2,4
4779,4,11,9,1,15,3,1,1,-1,4,2,2,1,-1,-1,-1,-2,12,13,3,2,12,13,3,2,4
4782,0,12,6,3,4,4,1,5,1,4,1,5,3,0,0,0,-2,3,6,4,2,3,6,4,2,4
4782,1,7,19,16,5,1,-1,4,3,2,0,4,4,-1,-1,0,-1,13,4,2,3,13,4,2,3,3
4782,2,14,9,11,18,3,1,5,3,3,2,5,3,0,-1,0,0,6,13,5,2,6,13,5,2,4
4782,3,15,13,8,2,-1,-3,5,-2,0,0,5,1,-1,-3,0,-3,2,13,3,11,2,13,3,11,3
4782,4,10,20,1,17,-1,-1,-1,2,1,1,1,3,-2,-2,-2,-1,13,10,3,2,13,10,3,2,3
4783,0,10,12,6,4,-1,2,0,0,2,4,2,0,-3,-2,-2,0,13,5,7,2,13,5,7,2,4
4783,1,9,16,13,2,0,1,-2,1,2,1,0,2,-2,0,-2,-1,13,2,5,2,13,2,5,2,4
4783,2,17,7,3,1,0,3,3,0,1,3,4,2,-1,0,-1,-2,6,3,11,2,6,3,11,2,1
4783,3,19,11,8,5,0,2,-3,-2,0,3,1,0,0,-1,-4,-2,2,10,13,5,2,10,13,5,2
4783,4,20,14,15,18,-1,-1,2,1,0,1,4,1,-1,-2,-2,0,13,13,2,5,13,13,2,5,3
4789,0,13,12,1,19,0,0,0,0,0,0,0,0,0,0,0,0,13,13,2,5,13,13,2,7,3
4789,1,9,7,8,4,0,0,0,0,0,0,0,0,0,0,0,0,13,3,5,2,13,3,5,2,4
4789,2,14,11,3,17,0,0,0,0,0,0,0,0,0,0,0,0,13,13,7,2,13,13,8,2,1
4789,3,2,18,6,15,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,2,13,13,13,2,4
4789,4,10,16,20,5,0,0,0,0,0,0,0,0,0,0,0,0,13,3,2,4,13,3,2,4,4
4790,0,19,11,1,12,0,0,0,0,0,0,0,0,0,0,0,0,3,8,2,5,3,8,2,6,2
4790,1,17,18,7,15,0,0,0,0,0,0,0,0,0,0,0,0,9,13,13,2,11,13,13,2,1
4790,2,6,13,8,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,2,9,3,4,2,1
4790,3,10,20,5,16,0,0,0,0,0,0,0,0,0,0,0,0,13,3,6,2,13,2,6,2,4
4790,4,4,9,14,2,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,7,2,8,3,9,3
4791,0,7,19,17,2,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,2,11,3,3,2,3
4791,1,3,6,13,12,0,0,0,0,0,0,0,0,0,0,0,0,12,5,3,2,13,6,2,2,4
4791,2,18,9,16,14,0,0,0,0,0,0,0,0,0,0,0,0,5,13,2,3,5,13,2,3,4
4791,3,11,10,4,5,0,0,0,0,0,0,0,0,0,0,0,0,13,13,2,2,13,13,2,2,4
4791,4,8,1,20,15,0,0,0,0,0,0,0,0,0,0,0,0,13,7,5,2,13,9,7,2,1
4797,0,1,14,12,17,2,4,1,3,3,5,3,3,-1,-1,-2,0,2,6,13,2,2,9,13,2,4
4797,1,18,13,9,10,2,3,0,1,2,3,2,2,0,0,-2,-1,4,2,13,10,6,2,13,13,2
4797,2,11,16,15,5,3,1,-2,1,4,2,0,1,-1,-1,-2,0,13,4,2,2,13,4,2,2,2
4797,3,19,4,2,6,1,0,6,1,2,0,6,1,-1,0,0,0,2,9,2,6,2,9,2,6,2
4797,4,3,20,7,8,4,1,0,1,5,2,1,2,-1,-1,-1,-1,10,2,3,4,10,2,3,6,3
4798,0,7,6,19,12,0,0,0,0,0,0,0,0,0,0,0,0,12,4,2,4,13,4,2,4,4
4798,1,8,9,11,5,0,0,0,0,0,0,0,0,0,0,0,0,12,13,6,2,13,13,6,2,4
4798,2,15,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,2,3,11,13,2,4
4798,3,13,20,10,18,0,0,0,0,0,0,0,0,0,0,0,0,9,2,13,2,11,2,13,2,2
4798,4,3,16,14,2,0,0,0,0,0,0,0,0,0,0,0,0,13,2,2,10,13,2,2,13,2
4800,0,10,6,7,15,1,0,3,2,2,0,3,3,-1,0,0,-1,13,13,10,2,13,13,10,2,4
4800,1,3,20,4,12,4,1,0,2,5,2,3,2,-1,-1,-3,0,12,2,7,2,12,2,7,2,4
4800,2,8,9,1,11,0,3,2,2,3,3,4,3,-3,0,-2,-1,13,13,2,4,13,13,2,4,3
4800,3,16,19,17,13,3,1,-1,2,4,1,1,4,-1,0,-2,-2,5,2,13,5,5,2,13,5,2
4800,4,18,2,5,14,3,3,-1,4,4,4,1,4,-1,-1,-2,0,5,4,7,2,5,4,7,2,4
4804,0,13,6,18,9,0,0,0,0,0,0,0,0,0,0,0,0,8,5,2,4,12,7,2,6,3
4804,1,4,7,12,20,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,4,9,9,2,6,3
4804,2,15,10,16,11,0,0,0,0,0,0,0,0,0,0,0,0,2,13,4,13,2,13,6,13,4
4804,3,17,19,14,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3,13,2,12,3,13,2,4
4804,4,3,8,2,5,0,0,0,0,0,0,0,0,0,0,0,0,9,13,3,2,10,13,3,2,3
4805,0,17,19,6,15,0,0,0,0,0,0,0,0,0,0,0,0,13,2,13,2,13,2,13,2,4
4805,1,7,2,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,3,7,3,3,1
4805,2,12,11,16,13,0,0,0,0,0,0,0,0,0,0,0,0,6,13,2,4,6,13,2,4,3
4805,3,5,20,1,18,0,0,0,0,0,0,0,0,0,0,0,0,13,3,2,3,13,3,2,3,2
4805,4,8,4,14,10,0,0,0,0,0,0,0,0,0,0,0,0,13,2,3,5,13,2,3,5,2
4819,0,15,20,11,16,0,0,0,0,0,0,0,0,0,0,0,0,2,6,13,4,2,9,13,5,1
4819,1,2,14,7,4,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,2,3,12,3,2,1
4819,2,18,3,13,8,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,3,12,3,2,3,3
4819,3,5,12,9,6,0,0,0,0,0,0,0,0,0,0,0,0,5,4,13,2,7,6,13,2,1
4819,4,1,19,10,17,0,0,0,0,0,0,0,0,0,0,0,0,2,3,13,3,2,3,13,3,4
4821,0,4,7,18,17,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,2,10,5,13,2,4
4821,1,11,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,2,13,13,13,2,4
4821,2,12,15,5,10,0,0,0,0,0,0,0,0,0,0,0,0,13,2,2,13,13,2,2,13,2
4821,3,19,13,16,14,0,0,0,0,0,0,0,0,0,0,0,0,9,6,2,4,10,7,2,4,4
4821,4,8,2,6,20,0,0,0,0,0,0,0,0,0,0,0,0,13,2,4,3,13,2,4,3,4
4822,0,16,15,20,8,0,0,0,0,0,0,0,0,0,0,0,0,13,2,6,13,13,2,7,13,1
4822,1,17,7,6,18,0,0,0,0,0,0,0,0,0,0,0,0,2,3,10,4,2,3,12,5,3
4822,2,19,5,13,1,0,0,0,0,0,0,0,0,0,0,0,0,2,13,12,2,2,13,13,2,1
4822,3,11,2,14,9,0,0,0,0,0,0,0,0,0,0,0,0,7,11,2,7,9,13,2,10,3
4822,4,3,4,12,10,0,0,0,0,0,0,0,0,0,0,0,0,13,2,2,5,13,2,2,5,2
4823,0,12,14,15,8,2,1,2,-1,2,2,2,1,0,-1,0,-2,13,13,2,13,13,13,2,13,3
4823,1,2,18,3,20,-2,2,1,1,2,4,3,2,-4,-2,-2,-1,13,5,11,2,13,7,13,2,4
4823,2,17,10,13,19,-1,2,-1,1,1,3,2,3,-2,-1,-3,-2,7,13,9,2,8,13,12,2,4
4823,3,6,11,5,4,2,1,-1,0,2,3,0,3,0,-2,-1,-3,4,11,3,2,4,11,3,2,4
4823,4,16,1,7,9,4,4,0,0,4,4,1,1,0,0,-1,-1,3,2,10,13,3,2,10,13,2
4824,0,13,8,16,2,-2,4,0,-1,1,5,2,1,-3,-1,-2,-2,9,3,2,5,9,3,2,5,3
4824,1,6,11,7,4,1,1,-1,1,1,2,0,2,0,-1,-1,-1,6,9,6,2,6,9,6,2,4
4824,2,10,14,1,12,1,1,1,3,1,2,2,4,0,-1,-1,-1,13,8,2,2,13,8,2,2,4
4824,3,18,5,9,17,2,-1,0,5,2,0,1,5,0,-1,-1,0,9,13,13,2,9,13,13,2,4
4824,4,20,19,15,3,1,1,2,4,1,2,3,5,0,-1,-1,-1,13,4,2,13,13,4,2,13,3
4825,0,9,4,1,10,0,1,1,-1,1,2,2,2,-1,-1,-1,-3,13,3,2,13,13,3,2,13,3
4825,1,3,11,19,13,4,1,0,1,4,3,1,2,0,-2,-1,-1,13,13,2,2,13,13,2,2,4
4825,2,8,15,14,18,5,-1,2,0,6,1,3,3,-1,-2,-1,-3,5,2,5,10,7,2,7,13,1
4825,3,6,5,2,20,0,0,2,-1,0,1,4,2,0,-1,-2,-3,10,4,3,2,11,4,3,2,3
4825,4,17,12,16,7,3,1,4,-2,4,2,4,1,-1,-1,0,-3,3,13,2,11,2,13,2,13,1
4829,0,19,2,17,3,-2,4,1,3,0,4,1,4,-2,0,0,-1,5,3,2,10,5,3,2,11,2
4829,1,1,7,14,11,-3,4,4,3,0,5,4,3,-3,-1,0,0,8,2,3,4,8,2,3,4,2
4829,2,16,13,12,18,-1,-3,1,0,1,0,2,3,-2,-3,-1,-3,4,7,2,3,4,7,2,3,3
4829,3,4,6,9,8,2,0,-1,4,3,0,1,5,-1,0,-2,-1,2,6,13,2,2,9,13,2,2
4829,4,15,20,10,5,1,0,2,-2,2,1,2,0,-1,-1,0,-2,2,6,10,12,2,9,13,13,4
4831,0,15,14,19,18,1,-1,2,-1,2,1,2,1,-1,-2,0,-2,2,13,2,13,2,13,2,13,1
4831,1,1,9,13,8,-1,0,-1,3,1,1,1,4,-2,-1,-2,-1,2,13,3,3,2,13,3,3,4
4831,2,20,4,10,11,0,2,-3,1,1,2,0,1,-1,0,-3,0,4,2,13,7,5,2,13,9,2
4831,3,2,17,16,6,2,4,6,3,4,4,6,3,-2,0,0,0,13,4,2,6,13,5,2,9,2
